Project,Scenario,Dollar_year,Weather_year,Start_day,country,tz,t
Cambium_2022,MidCase,2021$,2012,Sunday,usa,ET,2050
Metric definitions and scenario descriptions: 2022 Cambium Documentation (https://www.nrel.gov/docs/fy23osti/84916.pdf)
Time,Load,Load,Load,Load,Load,Load,Load,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
2050-01-01 08:00:00,514110.0,116403.2,9965.4,6636.5,647115.1,497880.7,172751.4,0.0316,0.0401,0.92,0.93,37.7,1.8,0.24,4.3,164.1,0.03,37.8,9.2,47.0,32.3,1.7,0.23,3.5,137.0,0.03,32.5,7.6,40.0,134.8,6.7,0.9,12.9,573.5,0.08,135.3,30.0,165.3,178.6,3.6,0.38,20.9,925.5,0.08,178.9,48.5,227.3,8.95,0.0,0.2,9.15,10.06,0.0,0.17,10.23,647115.0,474363.7,32040.2,1532.2,0.0,5852.1,7021.8,0.0,0.0,26121.3,45799.1,0.0,0.0,2502.1,23163.1,54681.1,0.0,159.8,0.0,196691.5,243071.7,8479.2
2050-01-01 09:00:00,534799.0,160146.3,11586.6,6344.0,712875.9,517747.0,161767.8,0.0319,0.0416,0.93,0.94,33.5,1.6,0.21,3.9,147.6,0.03,33.6,8.3,41.9,30.6,1.5,0.2,3.3,131.3,0.03,30.7,7.3,38.0,129.3,6.4,0.86,12.4,550.4,0.07,129.7,28.8,158.5,187.1,4.2,0.46,21.5,957.1,0.08,187.4,50.0,237.4,8.22,0.0,0.18,8.4,9.89,0.0,0.17,10.06,712875.9,551108.0,21311.9,1530.5,0.0,5852.1,6538.2,0.0,0.0,30584.5,45888.3,0.0,0.0,2502.1,23303.8,54681.1,0.0,159.8,0.0,286777.1,223448.8,10297.6
2050-01-01 10:00:00,556143.9,169138.2,15960.2,6730.5,747972.8,538193.2,137816.6,0.0323,0.0432,0.94,0.94,27.5,1.2,0.15,3.4,124.5,0.03,27.6,7.1,34.6,26.5,1.2,0.15,3.1,119.2,0.02,26.6,6.7,33.3,121.3,6.1,0.82,11.6,515.1,0.07,121.7,26.9,148.7,225.2,15.4,2.14,16.5,825.8,0.11,226.2,41.2,267.4,6.15,0.0,0.16,6.31,7.13,0.0,0.17,7.31,747972.8,610156.2,10389.1,1400.9,0.0,5214.5,4896.6,0.0,0.0,40001.0,41627.0,0.0,0.0,2502.1,18182.3,53604.2,0.0,0.0,0.0,350531.1,207307.5,12316.6
2050-01-01 11:00:00,578299.4,181044.4,17953.2,6789.7,784086.7,559367.2,141156.3,0.0327,0.045,0.94,0.94,26.2,1.1,0.15,3.2,118.8,0.03,26.3,6.7,33.1,26.1,1.1,0.15,3.1,117.2,0.02,26.2,6.6,32.7,119.7,6.0,0.81,11.4,507.1,0.07,120.1,26.5,146.6,186.8,8.5,1.12,17.5,818.1,0.08,187.3,41.9,229.2,6.28,0.0,0.15,6.43,7.21,0.0,0.17,7.38,784086.7,642930.4,13728.8,1400.9,0.0,5214.5,4896.6,0.0,0.0,41788.1,41627.0,0.0,0.0,2502.1,18182.3,53604.2,0.0,0.0,0.0,379987.3,204674.8,16480.2
2050-01-01 12:00:00,601955.2,171431.0,19440.0,7071.5,799897.8,581933.8,142809.6,0.0333,0.0468,0.94,0.94,25.6,1.1,0.14,3.1,116.2,0.03,25.7,6.6,32.3,25.7,1.1,0.14,3.0,115.8,0.02,25.7,6.5,32.2,119.5,6.1,0.82,11.3,503.6,0.07,119.9,26.3,146.2,230.8,15.9,2.21,16.8,842.8,0.11,231.9,42.0,273.9,6.37,0.0,0.15,6.52,7.29,0.0,0.17,7.46,799897.8,657088.2,15087.1,1400.9,0.0,5414.7,4825.0,0.0,0.0,45000.2,41627.0,0.0,0.0,2502.1,18348.6,53604.2,0.0,0.0,0.0,389055.2,201123.6,21909.2
2050-01-01 13:00:00,613380.4,179552.2,18604.2,6854.8,818391.6,592823.6,139375.2,0.0335,0.0477,0.94,0.95,25.0,1.1,0.14,3.1,113.6,0.02,25.1,6.5,31.5,24.4,1.1,0.14,2.9,109.8,0.02,24.5,6.1,30.6,121.8,6.1,0.81,11.6,518.2,0.07,122.2,27.0,149.2,230.3,16.0,2.23,16.6,835.0,0.11,231.4,41.5,272.9,6.42,0.0,0.15,6.57,7.27,0.0,0.17,7.44,818391.6,679016.4,11395.6,1400.9,0.0,5214.5,4825.0,0.0,0.0,49652.7,41627.0,0.0,0.0,2502.1,18805.9,53604.2,0.0,0.0,0.0,392730.7,209494.5,27138.5
2050-01-01 14:00:00,618668.7,173099.4,21313.8,7182.8,820264.6,597852.3,137893.7,0.0336,0.0481,0.94,0.95,25.0,1.1,0.14,3.1,113.3,0.02,25.0,6.4,31.5,23.9,1.0,0.14,2.8,107.3,0.02,24.0,6.0,30.0,116.5,5.8,0.78,11.1,495.3,0.07,116.9,25.9,142.8,234.2,16.3,2.28,16.9,847.3,0.11,235.3,42.1,277.5,6.5,0.0,0.15,6.65,7.34,0.0,0.17,7.51,820264.6,682371.0,10112.4,1400.9,0.0,5214.5,4825.0,0.0,0.0,55849.6,41627.0,0.0,0.0,2502.1,18607.7,53604.2,0.0,0.0,0.0,387326.6,205884.0,33310.8
2050-01-01 15:00:00,626282.0,148271.4,21495.0,7588.5,803636.8,605092.1,141245.9,0.0338,0.0487,0.94,0.95,26.0,1.1,0.14,3.2,118.2,0.03,26.0,6.7,32.8,24.1,1.0,0.14,2.8,108.8,0.02,24.1,6.1,30.2,122.9,6.0,0.81,11.8,525.7,0.07,123.3,27.4,150.7,169.4,5.2,0.63,18.7,823.9,0.09,169.7,43.3,213.0,7.13,0.0,0.14,7.27,7.97,0.0,0.17,8.14,803636.8,662390.9,8447.7,1505.3,0.0,6387.5,4825.0,0.0,0.0,45102.4,42698.2,0.0,0.0,2502.1,18976.8,55903.3,0.0,0.0,0.0,366839.2,211527.9,38921.4
2050-01-01 16:00:00,645062.1,76997.8,10481.0,9399.1,741940.0,622945.1,198876.1,0.0343,0.0502,0.9,0.91,40.0,1.4,0.18,5.0,190.1,0.04,40.1,10.6,50.7,39.7,1.3,0.17,4.9,190.6,0.03,39.8,10.6,50.4,157.3,6.6,0.86,15.7,707.7,0.08,157.7,36.9,194.6,332.2,18.5,2.52,28.1,1347.8,0.15,333.5,68.4,401.8,12.8,0.0,0.14,12.94,14.3,0.0,0.17,14.47,741940.0,543063.9,28595.3,2153.7,0.0,8200.9,4853.6,0.0,0.0,33089.2,66910.4,0.0,0.0,2502.1,21446.6,62190.8,0.0,2022.7,0.0,242507.8,226109.4,41357.5
2050-01-01 17:00:00,672348.4,57129.6,10594.6,10639.9,750712.6,648815.6,304233.4,0.035,0.0524,0.9,0.89,41.0,1.4,0.18,5.1,195.7,0.04,41.1,10.9,52.0,47.4,1.6,0.2,5.8,226.7,0.04,47.5,12.6,60.0,189.1,9.7,1.3,17.3,796.5,0.1,189.7,41.1,230.8,330.2,18.0,2.45,28.3,1351.9,0.15,331.4,68.7,400.1,13.38,0.0,0.15,13.53,14.68,0.0,0.17,14.85,750712.6,446479.2,123517.6,2167.6,0.0,8200.9,4853.6,0.0,0.0,17424.6,70032.1,0.0,0.0,2502.1,24093.8,62190.8,0.0,6674.9,0.0,135418.7,250773.6,42862.2
2050-01-01 18:00:00,699142.6,4714.3,0.0,9078.6,712935.5,674157.3,344994.7,0.0357,0.0545,0.89,0.89,47.9,1.9,0.24,5.7,221.4,0.04,48.1,12.3,60.3,51.7,2.0,0.25,6.1,240.9,0.04,51.8,13.3,65.1,184.6,8.9,1.19,17.6,794.5,0.1,185.2,41.3,226.5,275.4,6.0,0.64,31.9,1414.0,0.12,275.8,74.0,349.8,17.13,0.0,0.17,17.3,18.29,0.0,0.18,18.47,712935.5,367940.8,146775.1,2298.8,0.0,8708.0,6978.9,0.0,0.0,4768.7,73069.7,0.0,0.0,2502.1,34217.8,63267.8,0.0,7176.7,0.0,37972.1,279461.4,45738.6
2050-01-01 19:00:00,716710.6,6605.7,0.0,9738.4,733054.7,690810.2,380532.4,0.0361,0.0557,0.89,0.89,47.4,1.9,0.24,5.6,219.2,0.04,47.5,12.1,59.6,50.9,2.0,0.26,5.9,234.0,0.04,51.1,12.9,64.0,186.3,9.1,1.21,17.6,799.3,0.1,186.9,41.4,228.3,326.1,11.5,1.44,33.7,1535.1,0.15,326.8,79.5,406.3,17.09,0.0,0.16,17.25,18.3,0.0,0.17,18.48,733054.7,352522.3,170991.4,2298.8,0.0,8857.3,6978.9,0.0,0.0,0.3,74591.7,0.0,0.0,2502.1,43641.7,63267.8,0.0,7402.7,0.0,5.6,302375.0,50141.4
2050-01-01 20:00:00,710776.0,8852.8,124.5,9675.6,729428.8,685160.5,366611.1,0.036,0.0554,0.89,0.89,47.6,1.9,0.24,5.6,220.2,0.04,47.7,12.2,59.9,50.2,2.1,0.27,5.7,228.5,0.04,50.3,12.6,62.9,185.4,9.0,1.21,17.5,794.8,0.1,186.0,41.2,227.2,323.7,11.5,1.44,33.4,1522.3,0.15,324.5,78.8,403.3,17.14,0.0,0.15,17.3,18.42,0.0,0.17,18.59,729428.8,362817.7,158898.9,2298.8,0.0,8838.5,6978.9,0.0,0.0,0.0,74545.1,0.0,0.0,2502.1,43285.3,63267.8,0.0,5995.9,0.0,0.0,311029.4,51788.3
2050-01-01 21:00:00,687884.4,13430.0,0.0,9503.1,710817.5,663422.8,341017.6,0.0356,0.0539,0.89,0.89,48.8,1.9,0.25,5.8,225.8,0.04,48.9,12.5,61.5,49.1,2.1,0.27,5.6,223.1,0.04,49.2,12.3,61.5,179.8,8.8,1.17,17.0,770.8,0.1,180.4,40.0,220.4,382.5,22.3,3.06,31.5,1520.3,0.18,384.0,76.9,460.8,17.12,0.0,0.15,17.27,18.49,0.0,0.16,18.65,710817.5,369799.9,136533.5,2298.8,0.0,8838.5,6978.9,0.0,0.0,0.0,74505.4,0.0,0.0,2502.1,41574.1,63267.8,0.0,4518.6,0.0,0.0,317129.4,52670.5
2050-01-01 22:00:00,651679.0,14798.4,0.0,9383.7,675861.2,629049.9,306406.7,0.0347,0.0512,0.88,0.9,49.4,2.0,0.25,5.8,227.6,0.04,49.6,12.6,62.2,47.6,2.1,0.27,5.4,214.4,0.04,47.7,11.8,59.6,179.0,8.5,1.12,17.2,775.8,0.1,179.5,40.3,219.8,345.3,17.1,2.29,31.4,1468.9,0.16,346.4,75.2,421.6,16.93,0.0,0.15,17.08,18.29,0.0,0.16,18.46,675861.2,369454.5,105987.6,2298.8,0.0,8534.2,6978.9,0.0,0.0,0.0,71069.1,0.0,0.0,2502.1,40584.0,63267.8,0.0,5184.3,0.0,0.0,316003.5,53451.0
2050-01-01 23:00:00,605962.9,20262.9,153.6,9684.1,636063.4,585543.2,268558.6,0.0337,0.0478,0.88,0.9,50.8,2.1,0.27,6.0,232.9,0.04,51.0,13.0,63.9,46.7,2.1,0.27,5.3,208.9,0.04,46.8,11.6,58.4,179.1,8.6,1.14,17.0,773.7,0.09,179.7,40.1,219.8,321.5,11.6,1.46,33.0,1504.7,0.14,322.2,77.9,400.1,16.62,0.0,0.15,16.77,18.08,0.0,0.16,18.24,636063.4,367504.9,76277.2,2298.0,0.0,6094.3,6978.9,0.0,0.0,0.0,68055.0,0.0,0.0,2502.1,38464.7,63267.8,0.0,4620.7,0.0,0.0,314448.2,53056.6
2050-01-02 00:00:00,552451.1,16834.5,2424.3,9759.5,581469.5,534412.8,230911.0,0.0326,0.0438,0.88,0.9,50.8,2.2,0.28,6.0,229.6,0.05,50.9,12.9,63.8,44.5,2.1,0.28,5.1,195.5,0.04,44.6,10.9,55.5,182.9,9.6,1.29,17.1,764.9,0.11,183.6,39.9,223.4,315.0,19.9,2.75,25.1,1204.7,0.16,316.3,61.1,377.4,15.87,0.0,0.15,16.02,17.14,0.0,0.16,17.29,581469.4,350558.4,49355.4,2280.0,0.0,6063.7,6978.9,0.0,0.0,0.0,60384.7,0.0,0.0,2502.1,33077.6,62926.4,0.0,7342.3,0.0,0.0,297510.4,53048.1
2050-01-02 01:00:00,513833.0,22504.7,2637.9,9442.4,548418.0,497465.6,213857.0,0.0319,0.0406,0.88,0.9,52.9,2.3,0.3,6.2,238.3,0.05,53.0,13.4,66.4,45.5,2.1,0.28,5.2,199.4,0.04,45.6,11.1,56.8,185.5,9.7,1.31,17.2,776.0,0.1,186.2,40.3,226.5,327.9,20.5,2.84,26.2,1259.5,0.16,329.3,63.8,393.1,15.16,0.0,0.16,15.32,16.42,0.0,0.16,16.58,548418.0,334561.0,41361.4,2266.1,0.0,5852.1,6978.9,0.0,0.0,0.0,58882.0,0.0,0.0,2502.1,28097.2,62926.4,0.0,4990.8,0.0,0.0,282245.6,52315.5
2050-01-02 02:00:00,493835.4,24591.1,2637.9,9333.0,530397.4,478331.3,201305.0,0.0314,0.0388,0.88,0.9,54.2,2.3,0.31,6.4,244.1,0.05,54.3,13.7,68.0,46.5,2.2,0.29,5.3,202.9,0.04,46.6,11.4,58.0,188.6,9.9,1.34,17.2,786.3,0.1,189.3,40.6,230.0,285.0,11.7,1.52,28.5,1289.5,0.14,285.8,66.9,352.7,14.92,0.0,0.16,15.08,16.14,0.0,0.16,16.3,530397.4,329092.4,36266.0,2266.1,0.0,5564.1,6915.0,0.0,0.0,0.0,58322.1,0.0,0.0,2502.1,24428.1,62926.4,0.0,2115.1,0.0,0.0,275573.9,53518.5
2050-01-02 03:00:00,482998.0,28376.2,2637.9,9424.9,523436.9,467939.6,188837.2,0.0312,0.0378,0.88,0.9,54.8,2.4,0.31,6.5,246.6,0.05,54.9,13.8,68.7,47.4,2.2,0.29,5.5,209.1,0.04,47.6,11.7,59.3,194.1,10.3,1.39,17.7,807.0,0.11,194.8,41.7,236.5,342.5,23.4,3.26,25.6,1254.7,0.17,344.1,63.0,407.1,14.43,0.0,0.17,14.6,15.71,0.0,0.16,15.87,523436.8,334599.7,26950.1,2266.1,0.0,5380.4,6920.3,0.0,0.0,0.0,58117.5,0.0,0.0,2502.1,22452.3,62926.4,0.0,1321.8,0.0,0.0,279644.3,54955.4
2050-01-02 04:00:00,489372.5,25603.7,2637.9,9714.2,527328.3,474065.0,194947.3,0.0313,0.0383,0.87,0.9,55.5,2.4,0.31,6.6,250.7,0.05,55.7,14.0,69.7,48.3,2.2,0.29,5.5,213.4,0.04,48.4,11.9,60.4,198.4,10.6,1.43,18.1,823.3,0.11,199.1,42.7,241.8,276.3,12.0,1.57,27.0,1230.3,0.14,277.1,63.7,340.8,14.46,0.0,0.17,14.63,15.67,0.0,0.16,15.83,527328.3,332381.0,32371.5,2266.1,0.0,5426.1,6964.6,0.0,0.0,0.0,59718.7,0.0,0.0,2502.1,22624.2,62926.4,0.0,147.6,0.0,0.0,276757.5,55623.4
2050-01-02 05:00:00,508282.2,18960.7,2637.9,9739.6,539620.4,492224.9,206633.2,0.0316,0.0399,0.87,0.89,55.3,2.3,0.3,6.6,251.7,0.05,55.4,14.1,69.5,49.2,2.2,0.29,5.7,219.3,0.04,49.3,12.2,61.5,202.0,10.8,1.46,18.4,836.2,0.11,202.7,43.3,246.1,313.9,18.7,2.57,26.0,1236.2,0.16,315.2,62.9,378.1,14.87,0.0,0.17,15.04,15.96,0.0,0.16,16.13,539620.4,332987.2,42553.7,2266.1,0.0,5214.5,6744.6,0.0,0.0,0.0,61866.0,0.0,0.0,2502.1,22559.9,62926.4,0.0,0.0,0.0,0.0,276218.2,56769.0
2050-01-02 06:00:00,540030.6,14112.7,2623.2,9681.4,566447.9,522648.7,228539.2,0.0322,0.0424,0.88,0.89,54.0,2.2,0.28,6.4,247.3,0.05,54.1,13.8,67.9,49.6,2.1,0.28,5.8,224.1,0.04,49.8,12.5,62.2,199.0,10.2,1.38,18.2,836.2,0.11,199.7,43.2,242.9,303.0,16.0,2.16,27.4,1258.5,0.15,304.0,64.9,368.9,14.89,0.0,0.17,15.05,15.93,0.0,0.16,16.09,566447.9,337908.8,62823.6,2266.1,0.0,5422.5,6588.1,0.0,0.0,423.0,64196.0,0.0,0.0,2502.1,22077.1,62663.7,0.0,0.0,0.0,2.3,279226.2,58257.2
2050-01-02 07:00:00,579166.3,24106.0,2637.9,9962.8,615873.0,560073.4,216274.2,0.033,0.0455,0.89,0.9,49.5,2.0,0.26,5.9,227.5,0.04,49.6,12.7,62.4,45.8,2.0,0.26,5.3,206.7,0.04,45.9,11.5,57.4,191.9,9.8,1.32,17.8,808.5,0.1,192.6,41.9,234.5,298.4,14.1,1.88,28.0,1291.7,0.15,299.3,66.5,365.9,14.75,0.0,0.17,14.91,15.66,0.0,0.17,15.82,615873.0,399598.8,50908.5,2266.1,0.0,5422.5,6429.4,0.0,0.0,10624.1,64371.6,0.0,0.0,2502.1,21404.0,62926.4,0.0,43.6,0.0,42463.8,288210.3,58300.5
2050-01-02 08:00:00,611088.2,116391.1,7918.2,6343.1,741740.7,590547.8,158053.3,0.0336,0.0478,0.93,0.94,33.0,1.6,0.21,3.7,143.3,0.03,33.1,8.0,41.1,30.6,1.6,0.22,3.2,127.7,0.03,30.7,7.1,37.7,132.4,6.5,0.87,12.6,566.5,0.07,132.8,29.5,162.3,150.4,3.1,0.32,18.0,779.4,0.08,150.6,41.3,191.9,8.35,0.0,0.18,8.53,9.48,0.0,0.16,9.64,741740.7,583687.4,21634.0,1529.9,0.0,5660.4,7131.1,0.0,0.0,31444.2,45699.3,0.0,0.0,2502.1,19104.8,54339.8,0.0,451.9,0.0,224848.4,269715.2,57679.5
2050-01-02 09:00:00,631122.0,164128.2,8281.4,6190.2,809721.8,609659.6,147350.1,0.034,0.0492,0.93,0.94,30.3,1.5,0.2,3.4,131.4,0.03,30.4,7.3,37.7,28.5,1.5,0.2,3.0,119.5,0.02,28.6,6.6,35.1,119.0,6.1,0.83,11.2,500.4,0.07,119.5,26.2,145.6,157.3,3.0,0.31,19.2,822.1,0.08,157.5,43.7,201.2,8.11,0.0,0.18,8.29,9.61,0.0,0.16,9.78,809721.8,662371.7,10684.7,1529.9,0.0,5426.1,7131.1,0.0,0.0,41249.6,45760.7,0.0,0.0,2502.1,19730.8,53980.7,0.0,604.0,0.0,348331.0,215919.7,56871.4
