,A,B,C,D,E,F
2030-01-06 06:00:00,145857.65269833241,1061642.1752,0.0,2000084598.31805,694147.0635765251,2000016633.9948
2030-01-06 08:00:00,262578.834324031,1071519.5039,0.0,2000087023.5117,694147.0635765251,2000035016.9373
2030-01-06 10:00:00,242141.12204590405,1079857.78795,0.0,2000087656.13545,694147.0635765251,2000046645.656
2030-01-06 12:00:00,337797.8297525704,1069458.5982,0.0,2000083273.21895,694147.0635765251,2000058740.0521
2030-01-06 14:00:00,307755.3538562661,1056129.16895,0.0,2000072351.47075,694147.0635765251,2000080999.7284
2030-01-06 16:00:00,161400.28781811992,1048862.8402,0.0,2000070612.88735,694147.0635765251,2000095632.8442
2030-01-06 18:00:00,84132.18017562921,1051953.55695,0.0,2000064307.84055,694147.0635765251,2000091741.1232
2030-01-06 20:00:00,83756.91568850688,1038437.6722,0.0,2000043155.2401,694147.0635765251,2000081793.0595
2030-01-06 22:00:00,122337.05585289875,1060808.1494,0.0,2000073640.9339,694147.0635765251,2000074776.2258
2030-01-07 00:00:00,139390.38761880156,1079610.73565,0.0,2000086047.08645,694147.0635765251,2000084601.6036
2030-01-07 02:00:00,133583.21505557504,1080366.72725,0.0,2000084549.07265,694147.0635765251,2000115749.5232
2030-01-07 04:00:00,115575.90433791722,1077041.5195,0.0,2000068877.856,694147.0635765251,2000154220.1885
2030-01-07 06:00:00,95190.24977551446,1080996.35245,0.0,2000078784.26465,694147.0635765251,2000166467.5372
2030-01-07 08:00:00,77405.08032126426,1070597.4758,0.0,2000066704.7089,694147.0635765251,2000167450.8953
2030-01-07 10:00:00,68533.67956864473,1038390.8437,0.0,2000034356.19195,694147.0635765251,2000165530.6575
2030-01-07 12:00:00,43368.32713754773,1023177.49355,0.0,2000015344.07285,694147.0635765251,2000156271.7884
2030-01-07 14:00:00,3051.340678995023,1005035.554,0.0,2000005103.6421,694147.0635765251,2000151452.4231
2030-01-07 16:00:00,571.1286581176297,1001759.61895,0.0,2000004549.0827,694147.0635765251,2000126365.8869
2030-01-07 18:00:00,5331.204792314093,1007553.28325,0.0,2000013860.4956,694147.0635765251,2000083026.8432
2030-01-07 20:00:00,31635.31490654754,1019948.15865,0.0,2000031758.90895,694147.0635765251,2000046619.3722
2030-01-07 22:00:00,211823.59235583188,1076250.01425,0.0,2000087756.5003,694147.0635765251,2000020159.5013
